,w0,w1,ricci
180,visual,optical,0.24999999983392696
181,visual,optic,-5.77388359346287e-10
182,visual,ocular,0.14999999997728886
183,effective,efficacious,-0.06818181824466096
184,effective,effectual,-0.2454545468788376
185,earlier,early,-0.23611111217838832
186,hard,difficult,-0.37700534762658156
187,hard,concentrated,-0.7183600717715175
188,hard,surd,-0.2181818183055506
189,hard,unvoiced,-0.518181818201898
190,hard,voiceless,-0.48484848486051435
191,young,immature,-0.33441558455234865
192,oriented,orientated,0.33333333281224364
193,useful,utile,0.12499999998815547
194,broadband,wideband,0.9999999999267714
195,designed,intentional,-0.6000000000038337
196,persistent,lasting,-0.5982142857358344
197,symbolic,symbolical,0.41666666568191846
198,pediatric,paediatric,0.9999999999267714
199,uncertain,incertain,-0.1166666670543346
200,uncertain,unsure,-0.5500000000140564
201,uncertain,unsealed,-0.4333333333365479
202,little,slight,-0.5793478264957439
203,little,short,-0.6437198071312795
204,relative,comparative,0.09090909089870924
205,psychoactive,psychotropic,0.9999999999267714
206,empirical,empiric,0.9999999999267714
207,thinner,lean,-0.7440476191092826
208,thinner,thin,-0.12962963060621147
209,indirect,collateral,-0.6666666666691907
210,inadequate,unequal,-0.41666666667351815
211,financial,fiscal,0.3333333333055044
212,unlikely,improbable,0.16666666658230755
213,real,existent,-0.42500000028105345
214,real,material,-0.5866666674617329
215,maternal,paternal,0.24999999997759292
216,obstetric,obstetrical,0.9999999999267714
217,wild,untamed,-0.07619047622207731
218,intolerable,unbearable,0.7499999999319465
219,intolerable,unendurable,0.7499999999319464
220,established,constituted,-0.22902097907776864
221,indicative,declarative,-0.416666666673736
222,diffuse,soft,-0.7633333333456176
223,diffuse,diffused,0.2777777763747278
224,bright,undimmed,-0.2333333333438421
225,unqualified,incompetent,-0.37500000000433564
226,visible,seeable,0.1249999999881557
227,terrestrial,terrene,0.16666666656571538
228,terrestrial,planetary,-0.6904761904786865
229,terrestrial,telluric,0.16666666653276685
230,fresh,sweet,-0.7147335423973527
231,darkest,dark,0.020833333261947584
232,highest,high,0.03333333327203869
233,measured,mensural,0.07692307691137545
234,mathematical,numerical,-0.16666666667791996
235,astronomical,astronomic,0.7499999999319464
236,resolved,solved,-0.3106060610021846
237,content,contented,-0.34722222226256716
238,outer,out,0.11111111109800786
239,metallic,metal,-1.6895818077955482e-11
240,geometric,geometrical,0.9999999999267714
241,refractive,refractile,0.49999999996157996
242,colder,cold,0.05263157892664927
243,stronger,stiff,-0.22619047627377675
244,stronger,strong,-0.19918699198428058
245,stronger,potent,0.16666666501144367
246,cut,mown,-0.4285714285767439
247,cut,trimmed,-0.7012987015545786
248,darker,dark,0.02083333326194725
249,smaller,small,0.08478260831493778
250,smaller,little,-0.3673913044435435
251,lighter,light,-0.19411764725194613
252,color,colour,0.3913043466352877
253,neutral,achromatic,0.24999999998872113
254,ideal,idealistic,-0.816176470592354
255,smooth,legato,-0.008064516303720737
256,off,cancelled,0.1249999999881557
257,maximum,maximal,0.33333333331549286
258,artificial,unreal,-0.5357142857505146
259,atmospheric,atmospherical,0.49999999996157996
260,linear,additive,-0.3000000000069756
261,linear,analogue,-0.10000000002163523
262,linear,analog,-0.10000000002163545
263,semitic,semite,0.9999999999267714
264,minor,underage,0.062499999990653254
265,unchanged,unaltered,0.49999999996157996
266,vertical,erect,-0.30000000002080074
267,vertical,upright,-0.3181818181999321
268,vertical,perpendicular,-0.1666666666779204
269,open,receptive,-0.6325757575783322
270,open,unfastened,-0.7159090909109929
271,open,overt,-0.20833333334004278
272,phonetic,phonic,0.9999999999267714
273,lower,low,-0.4841269853842336
274,numeric,numerical,0.4166666666290113
275,numeric,numeral,0.2499999999663971
276,oldest,old,0.04347826086158468
277,native,aboriginal,-0.035714285736641704
278,archaeological,archeological,0.6666666664807079
279,archaeological,archeologic,0.666666666480708
280,archaeological,archaeologic,0.6666666664807077
281,tied,laced,-0.7867132867156288
282,tied,fastened,-0.5307692315648802
283,disenfranchised,voteless,0.333333333209757
284,disenfranchised,voiceless,-0.266666666788999
285,disenfranchised,disfranchised,0.5999999990754414
286,shut,closed,-0.071428571558241
287,shut,unopen,0.10714285706966842
288,segregated,unintegrated,-1.6895818077955482e-11
289,periodic,periodical,-0.33333333334205273
290,plain,unpatterned,-0.20918367347488243
291,longest,recollective,0.2999999999644837
292,longest,tenacious,-0.22619047622564725
293,longest,long,-0.01190476197653223
294,longest,retentive,0.2999999999644837
295,labeled,labelled,0.583333330618106
296,labeled,tagged,-0.08333333380266206
297,concentric,homocentric,0.9999999999267714
298,warmer,warm,-0.06907894894803746
299,cooler,cool,-0.31250000004260503
300,hottest,hot,0.0624999999890653
301,net,nett,-0.12500000017987922
302,superior,superscript,0.09090909089870913
303,permanent,lasting,-0.29861111114706484
304,lowest,low,-0.4472049697638183
305,pass,passing,-0.04848149326132134
306,judicial,juridic,0.41666666662901164
307,judicial,juridical,0.166666666532302
308,elected,elective,0.49999999996158007
309,disfranchised,voteless,0.33333333281224364
310,disfranchised,voiceless,-0.26666666667608774
311,doctoral,doctorial,0.9999999999267714
312,stabler,stable,0.09090909089705634
313,loyal,patriotic,0.16666666664825047
314,written,scripted,-0.3571428571510269
315,epic,epical,0.3333333333055044
316,medieval,mediaeval,0.2499999999663971
317,youngest,young,-0.035714285729796735
318,youngest,immature,0.022727272704225476
319,temporary,impermanent,0.24999999997633593
320,cyclic,cyclical,0.49999999996157996
321,married,matrimonial,0.08333333198622506
322,married,marital,0.08333333198622506
323,bravest,courageous,0.16666666662391916
324,bravest,brave,-0.07142857157577653
325,cursed,curst,0.2532467529785135
326,touched,stirred,-0.48611111153740594
327,touched,moved,-0.5000000002916631
328,roman,popish,0.24999999996639688
329,roman,romanic,0.24999999998872147
330,roman,papist,0.24999999997759315
331,consecrated,dedicated,0.12083333277489061
332,consecrated,consecrate,0.24999999994134936
333,tame,tamed,0.1791666662346113
334,dedicated,consecrate,-2.4495960815329454e-11
335,archeological,archeologic,0.6666666664807084
336,archeological,archaeologic,0.6666666664807099
337,buried,interred,0.19999999952550918
338,buried,inhumed,0.1999999985404769
339,wet,lactating,-0.4602272728251864
340,clean,unobjectionable,-0.2432432433000178
341,maritime,nautical,0.26666666663122984
342,maritime,marine,0.1666666665823079
343,double,bivalent,-0.2681159434226439
344,blessed,blest,-0.10087719314648425
345,worst,sorry,-0.6681922198297658
346,worst,bad,-0.3684210530767771
347,worst,regretful,-0.03947368423221276
348,ambiguous,equivocal,-0.1607142867962632
349,moved,stirred,-0.4201388889243509
350,distant,remote,-0.3293650804678263
351,hired,chartered,0.4652777774426542
352,hired,leased,0.4652777774426541
353,accompanied,attended,-0.48571428602990974
354,talented,gifted,-0.02777777852209673
355,appealing,likeable,0.1666666666080725
356,appealing,sympathetic,-0.3939393942303486
357,appealing,likable,0.1666666666080726
358,bad,regretful,-0.11184210530034422
359,bad,sorry,-0.4805492002592515
360,newer,new,0.05555555554531677
361,existing,existent,-0.2500000000647875
362,incomplete,uncomplete,0.12499999998532452
363,bloodiest,bloody,0.07142857142142023
364,decreased,reduced,-0.7210526316138717
365,discontent,discontented,0.49999999996157996
366,sealed,certain,-0.6730769230793052
367,objective,accusative,-0.5238095238143974
368,strategic,strategical,0.9999999999267714
369,appointed,appointive,0.11111111109899319
370,offensive,dysphemistic,0.04347826086158346
371,offensive,unsavory,-0.2028985516824875
372,offensive,unsavoury,-0.2028985516824875
373,authorized,authorised,0.4553571410076529
374,spent,exhausted,-0.21875000003995337
375,mistreated,abused,0.21666666570814164
376,mistreated,maltreated,0.5833333324963341
377,sitting,seated,-0.3250000000088782
378,stressed,accented,0.28472222198930186
379,innocent,guiltless,-2.671796117681424e-10
380,credible,believable,0.33333333331549275
381,thin,lean,-0.8002645503890353
382,endocrine,endocrinal,0.49999999972581843
383,bumpy,jumpy,0.054545454246837655
384,bumpy,rough,-0.23333333333928863
385,bumpy,rocky,0.3142857133522525
386,bumpy,jolting,0.4333333315310678
387,short,forgetful,-0.5694444445022557
388,broken,unkept,0.018518518517865123
389,retentive,tenacious,0.016666666645606787
390,retentive,recollective,0.5999999988724292
391,nativist,nativistic,0.9999999999267714
392,trusting,trustful,0.08333333332144721
393,aided,assisted,0.3999999999629277
394,shy,unsure,0.166666666630494
395,shy,timid,0.04166666645246486
396,shy,diffident,0.2916666663384948
397,bicentennial,bicentenary,0.9999999999267714
398,biological,biologic,0.9999999999267714
399,islamic,muslim,0.7499999999319467
400,islamic,moslem,0.7499999999319464
401,jewish,judaic,0.3333333333055044
402,pure,saturated,-0.7321428571500102
403,logical,ordered,-0.5779220780412966
404,logical,coherent,0.07142857140876657
405,reasonable,sensible,-0.54464285718555
406,dialectic,dialectical,0.49999999996158007
407,aristotelian,peripatetic,0.49999999972581843
408,unconditional,unconditioned,-0.4166666669663608
409,larger,big,-0.17500000010590777
410,larger,large,-0.07346938777702694
411,poetical,poetic,0.33333333330550463
412,heavier,heavy,0.019230769230003997
413,faster,fast,0.1666666666282719
414,incorrect,wrong,-0.31060606064898555
415,ineffective,uneffective,0.3749999998725374
416,ineffective,ineffectual,-0.12500000062881167
417,blind,unsighted,-2.0579760118266677e-11
418,heavenly,celestial,0.16666666664825047
419,circular,round,-0.5569498074094821
420,temporal,worldly,0.24999999997759303
421,optical,opthalmic,0.49999999995870315
422,optical,optic,0.19642857089834764
423,optical,ocular,0.4249999985895574
424,immaterial,incorporeal,0.14285714284071538
425,immaterial,nonmaterial,0.14285714284071527
426,innate,unlearned,-0.5000000000797153
427,innate,unconditioned,-0.3750000000069025
428,learned,conditioned,-0.40178571432694965
429,biped,bipedal,0.9999999999267714
430,unattached,uncommitted,0.49999999996158007
431,asserting,declarative,-0.3181818181999314
432,asserting,declaratory,-0.06818181824466074
433,hierarchical,hierarchal,0.7499999999319467
434,hierarchical,hierarchic,0.7499999999319464
435,arranged,ordered,-0.5176767678030596
436,infected,septic,0.3333333333055044
437,alive,animated,-0.6215277780761841
438,vegetative,vegetal,0.7499999999319465
439,vegetative,vegetational,0.7499999999319467
440,sensitive,sensible,-0.4903846154069309
441,passive,inactive,-0.5681818182878777
442,hellenistic,hellenic,0.24999999997633604
443,imitative,onomatopoetic,0.4166666665338651
444,imitative,onomatopoeic,0.41666666653386486
445,imitative,echoic,0.41666666568191846
446,imitative,counterfeit,-0.5833333333371749
447,shorter,short,-0.20833333340761295
448,shorter,little,-0.32608695653118924
449,shorter,forgetful,-1.0831158192559087e-10
450,technical,technological,0.33333333331549275
451,technical,proficient,-0.1833333333394731
452,narrower,narrow,0.045454545422870196
453,peripatetic,aristotelian,0.49999999972581843
454,specialized,specialised,0.5555555553104806
455,muslim,moslem,0.7499999999319465
456,historical,diachronic,0.33333333331549275
457,persian,iranian,0.41666666659884133
458,alert,watchful,-0.5478260869851248
459,musical,melodious,-4.859839197735027e-10
460,musical,melodic,0.249999999966397
461,stricter,strict,0.0833333333241345
462,bigger,big,-0.2731481483830138
463,bigger,large,-0.40967498235189703
464,weaker,weak,0.039999999952545995
465,chinese,taiwanese,0.24999999997633593
466,highland,upland,0.41666666642909067
467,atomic,nuclear,0.49999999996158007
468,tai,thai,0.7499999999319464
469,tai,siamese,0.41666666662901175
470,canonical,canonic,0.2666666666198646
471,formalised,formalistic,0.29999999997593074
472,formalised,formalized,0.5999999977526658
473,discontinuous,noncontinuous,0.49999999996158007
474,genovese,genoese,0.9999999999267714
475,altruistic,selfless,0.9999999999267714
476,benign,benignant,0.24999999993888977
477,fittest,fit,0.07142857141708858
478,nicest,nice,0.04999999997623239
479,magnetic,magnetised,-0.3857142857750835
480,magnetic,magnetized,-0.38571428572413047
481,monetary,pecuniary,0.7499999999319464
482,septal,septate,0.9999999999267714
483,paleolithic,palaeolithic,0.9999999999267714
484,ethnographic,ethnographical,0.9999999999267714
485,biblical,scriptural,0.9999999999267714
486,shed,caducous,0.06249999999065303
487,creative,originative,-0.3333333333420525
488,epistemological,epistemic,0.9999999999267714
489,pharmaceutical,pharmaceutic,0.7499999999319464
490,graduated,calibrated,0.41666666653386475
491,romantic,romanticist,-0.3750000000074958
492,uncompromising,inflexible,0.12499999989943211
493,uncompromising,sturdy,-0.21428571545148412
494,productive,generative,-0.466666666672265
495,noblest,noble,0.04761904761007296
496,younger,young,0.14285714269050231
497,younger,immature,-0.3506493508477946
498,closed,unopen,0.1071428570696682
499,inanimate,nonliving,0.3333333333055044
500,wilder,untamed,-0.0533333333526933
501,wilder,wild,0.27142857139741583
502,wasted,atrophied,-0.2643678163547476
503,unfortunate,inauspicious,-0.10000000004096998
504,happier,happy,0.027027027023682093
505,interred,inhumed,0.5999999997542241
506,widest,wide,0.07499999982690186
507,widest,broad,0.05999999996858274
508,analytic,analytical,-1.6896040122560407e-11
509,analytic,uninflected,0.49999999972581843
510,sympathetic,likeable,-0.060606060646936744
511,sympathetic,likable,-0.06060606064693719
512,documentary,documental,0.24999999998872147
513,norwegian,norse,0.33333333331549286
514,marine,nautical,-0.10000000068733583
515,dependent,subordinate,-0.66250000001203
516,heaviest,heavy,0.019230769160441863
517,concentrated,saturated,-0.6911764705901682
518,missionary,missional,0.49999999972581843
519,linguistic,lingual,0.9999999999267714
520,biggest,big,0.09374999999334721
521,biggest,large,-0.11734693878376401
522,crude,unrefined,0.0416666665034936
523,crude,unprocessed,-0.04166666667923824
524,pointless,unpointed,0.1666666666587202
525,uniform,undifferentiated,0.09999999998787024
526,uniform,unvarying,-0.3500000000440977
527,civilized,civilised,0.3916083915673805
528,unjust,unfair,-0.5000000009234655
529,unjust,inequitable,0.14285714284626716
530,opposite,paired,-0.7638888888944961
531,hardest,hard,-0.15909090935057524
532,hardest,difficult,-0.45588235294717516
533,hardest,concentrated,-0.573529411766136
534,hardest,surd,0.3833333331790666
535,hardest,unvoiced,-0.08333333387278108
536,hardest,voiceless,-0.02777777844007767
537,honest,honorable,-0.3557692308291669
538,unsure,diffident,0.2916666663384949
539,unsure,timid,-0.020833333370303686
540,unsure,uncertain,-0.5500000000140564
541,unsure,incertain,0.08333333198622506
542,static,electrostatic,0.12499999998815581
543,sorry,regretful,-0.20108695655341124
544,unproven,unproved,0.9999999999267714
545,scandinavian,norse,0.41666666659884133
546,uneasy,restless,-0.38095238108251395
547,biographical,biographic,0.9999999999267714
548,humanistic,humanist,0.6666666664290715
549,humanistic,humane,-0.3125000000131051
550,celtic,gaelic,0.49999999972581843
551,germanic,teutonic,0.49999999972581843
552,asian,asiatic,0.9999999999267714
553,scottish,scotch,-0.181034482836834
554,scottish,scots,0.24999999997759326
555,synchronic,synchronous,0.9999999999267714
556,resident,nonmigratory,0.24999999998872113
557,stemmed,cauline,0.19999999997925055
558,ethnological,ethnologic,0.9999999999267714
559,immutable,changeless,0.16666666661521368
560,psychoanalytic,psychoanalytical,0.9999999999267714
561,wider,wide,0.0749999998269022
562,wider,broad,0.05999999996858241
563,jesuit,jesuitical,0.9999999999267714
564,geological,geologic,0.9999999999267714
565,ecological,ecologic,0.9999999999267714
566,dangerous,unsafe,-0.34375000000723577
567,deeper,deep,0.04347826083165374
568,mystic,mystical,0.4249999994808301
569,alchemical,alchemic,0.9999999999267714
570,clearer,clear,0.009433962263644569
571,sturdy,inflexible,-0.25892857215208487
572,unsafe,insecure,-0.1250000000166791
573,pharmacological,pharmacologic,0.9999999999267714
574,pragmatic,pragmatical,0.14285714284071538
575,accommodating,accommodative,-0.25000000016360047
576,lit,lighted,0.09999999998832132
577,institutionalized,institutionalised,0.5833333324963343
578,richest,rich,0.04166666662356733
579,closer,near,-0.372685185208091
580,closer,nigh,-0.23317307700184364
581,closer,close,-0.10875000005271529
582,commemorative,commemorating,-0.08333333374918395
583,gifted,talented,-0.02777777852209673
584,fewer,few,0.9999999999267714
585,hungarian,magyar,0.9999999999267714
586,yugoslav,yugoslavian,0.9999999999267714
587,grammatical,grammatic,0.9999999999267714
588,topographic,topographical,0.9999999999267714
589,slavic,slavonic,0.9999999999267714
590,latest,later,-0.06250000007094192
591,latest,late,-0.048611111137027985
592,processed,refined,-0.7361111112651018
593,morphological,geomorphologic,0.6249999997482286
594,morphological,morphologic,0.6249999997482281
595,morphological,geomorphological,0.624999999748229
596,ordered,coherent,-0.46363636367069394
597,convenient,commodious,-0.25000000072572526
598,invisible,inconspicuous,0.49999999996157996
599,invisible,unseeable,0.49999999996158007
600,graphic,graphical,0.19999999997925055
601,alphabetic,alphabetical,0.9999999999267714
602,numerical,numeral,-4.5577919216555074e-10
603,accented,tonic,-0.7750000000013992
604,noncompliant,defiant,0.9999999999267714
605,clearest,clear,0.009433962263644347
606,alphanumeric,alphanumerical,0.9999999999267714
607,humorous,humourous,0.24999999998872147
608,olympian,olympic,0.16666666665872032
609,prophetic,prophetical,0.9999999999267714
610,expiatory,propitiatory,0.9999999999267714
611,enlarged,hypertrophied,-0.40909090909394497
612,palatine,palatal,0.3333333333055044
613,pastoral,bucolic,0.18749999996210487
614,wolfish,wolflike,0.19999999999175544
615,bulging,convex,0.09090909089705623
616,unhappy,dysphoric,0.062499999945879514
617,unhappy,distressed,-0.37500000033019165
618,backhand,backhanded,0.7499999999319465
619,fastest,fast,0.16666666634359095
620,colorful,colored,-0.25000000000531775
621,colorful,colourful,0.3333333333055044
622,colorful,coloured,-0.2450980392184572
623,slower,slow,-0.127777778333648
624,shaved,shaven,0.6249999993755971
625,thoughtful,attentive,0.035714285672342916
626,thoughtful,heedful,-0.07142857157698179
627,straight,uncoiled,-0.4333333333365472
628,tough,toughened,-0.7677419354893458
629,abused,maltreated,0.21666666570814186
630,comfortable,comfy,0.06249999999065303
631,subjective,immanent,0.24999999997759326
632,genealogical,genealogic,0.9999999999267714
633,geographic,geographical,0.9999999999267714
634,possessive,genitive,0.9999999999267714
635,tonal,tonic,0.09999999998832121
636,smallest,small,-0.05434782626454848
637,smallest,little,-0.05434782626454915
638,rugged,furrowed,-0.7142857142878833
639,arithmetic,arithmetical,0.9999999999267714
640,nearer,near,0.07407407258674925
641,nearer,nigh,0.05128205125037877
642,nearer,close,-0.3200000002720802
643,upright,erect,-0.6227272732329032
644,totalitarian,totalistic,0.9999999999267714
645,corrupt,crooked,-0.7413043478319257
646,fat,fatty,-0.38095238096411665
647,dim,dimmed,-0.3000000001186296
648,flatter,flat,0.0735294103671712
649,harder,hard,-0.15909090935057635
650,harder,difficult,-0.45588235294717605
651,harder,concentrated,-0.5735294117661358
652,harder,surd,0.3833333331790666
653,harder,unvoiced,-0.0833333338727813
654,harder,voiceless,-0.02777777844007767
655,amphibian,amphibious,0.9999999999267714
656,carboniferous,carbonaceous,0.7499999999319464
657,carboniferous,carbonic,0.7499999999319465
658,drier,dry,-0.2767857143473087
659,phylogenetic,phyletic,0.9999999999267714
660,basal,radical,-0.2931034482841852
661,taxonomic,taxonomical,0.7499999999319464
662,adaptive,adaptative,0.9999999999267714
663,inaccessible,unaccessible,0.33333333331549286
664,symmetrical,symmetric,0.24999999997633593
665,oceanic,pelagic,0.49999999996157996
666,wettest,lactating,0.06249999997298328
667,wettest,wet,-0.02272727280211151
668,warmest,warm,0.05263157892664927
669,finest,fine,0.021739130363145454
670,filipino,philippine,0.7499999999319465
671,collected,gathered,-0.10139860161277059
672,geothermal,geothermic,0.9999999999267714
673,lesser,less,0.49999999996158007
674,cheaper,inexpensive,0.49999999988341703
675,cheaper,cheap,-0.13636363637419535
676,cheapest,inexpensive,0.49999999988341703
677,cheapest,cheap,-0.13636363637419668
678,chartered,leased,0.5624999999284339
679,busiest,busy,0.07692307691137523
680,appellate,appellant,0.9999999999267714
681,insurmountable,unsurmountable,-1.6895818077955482e-11
682,fetal,foetal,0.9999999999267714
683,stratified,bedded,-0.6500000000028672
684,synthetic,synthetical,0.33333333331549275
685,dormant,inactive,-0.5636363637385109
686,subtropical,subtropic,0.7499999999319465
687,subtropical,semitropical,0.7499999999319467
688,metric,metrical,0.166666666532302
689,liquid,liquified,-0.6306818182050431
690,liquid,melted,-0.6818181827733285
691,insufficient,deficient,-0.45238095240282017
692,recessive,recessionary,0.9999999999267714
693,sanitary,healthful,0.7499999999319467
694,sterile,infertile,-4.8167470012572267e-11
695,sterile,unfertile,-4.816769205717719e-11
696,nitrous,nitric,0.9999999999267714
697,agronomic,agronomical,0.9999999999267714
698,nitric,nitrous,0.9999999999267714
699,humanist,humane,-0.3125000000682596
700,botanical,botanic,0.9999999999267714
701,ill,sick,-0.5439189189464
702,brave,courageous,-0.06746031748322778
703,brotherly,fraternal,0.49999999996158007
704,dynamic,dynamical,0.19999999999175533
705,noticeable,obtrusive,-0.16666666667999297
706,congruent,congruous,0.49999999996157996
707,weller,well,0.05555555554531677
708,prokaryotic,procaryotic,0.9999999999267714
709,eukaryotic,eucaryotic,0.9999999999267714
710,isomorphic,isomorphous,0.9999999999267714
711,simpler,simple,0.03999999999291404
712,calcareous,chalky,0.9999999999267714
713,favorable,favourable,0.1964285711884105
714,asexual,nonsexual,0.9999999999267714
715,haploid,monoploid,0.9999999999267714
