,word,adj_ricci_avg,frequency
94,gelatinous,0.9999999999267714,92077.0
95,revulsion,-0.2500000000086169,198933.0
96,outlet,-0.4431818181873179,21890990.0
97,sentimental,-0.07835664383748472,1113911.0
98,ischemic,0.9999999999267714,846688.0
99,anterior,0.3749999998725362,2316239.0
100,days,0.13888888884131564,305147791.0
101,uninitiated,0.14285714284071527,225312.0
102,discontent,0.49999999996158007,698504.0
103,jibe,0.00826626780295929,130926.0
104,headlight,0.9999999999267714,1555481.0
105,accordant,0.306481481401554,17065.0
106,cagey,0.48611111059021633,66504.0
107,interlacing,-0.11947492541195089,116465.0
108,refrain,-0.18645833338742346,1996424.0
109,minuteness,0.9999999999267714,18634.0
110,caper,-0.3323921452473866,485193.0
111,bangle,0.08630952327637752,1223618.0
112,crab,0.21922521907396522,3824989.0
113,intervening,0.2675213672895802,1025536.0
114,bloodless,0.29166666616014747,174480.0
115,celebrated,-0.1944019029297177,4475405.0
116,annihilating,-0.17022248868392537,61477.0
117,hematologist,0.9999999999267714,29676.0
118,allocate,-0.09803921570600173,3019079.0
119,foreland,0.6666666664807089,62928.0
120,madonna,0.9999999999267714,10044163.0
121,colonizer,0.9999999999267714,34805.0
122,costing,0.1111111110989933,2535149.0
123,junk,-0.10500000024837583,6474279.0
124,plaudits,0.474999999949079,80629.0
125,centralize,0.5714285712716594,213418.0
126,nonviolent,0.12499999997506386,577599.0
127,redact,-0.18589743620454113,28938.0
128,metrics,-0.1666666666779204,3883192.0
129,merchandising,-0.1940789474682294,2205545.0
130,station,-0.38884535012627847,61892291.0
131,dermatological,0.9999999999267714,164576.0
132,grub,-0.24761904772125753,1337005.0
133,jaundice,0.08333333230245743,441497.0
134,lungi,0.9999999999267714,19705.0
135,strength,-0.36622602303417134,28148438.0
136,liar,0.9999999999267714,1819814.0
137,soap,-0.43560606062001284,12485378.0
138,scalloped,0.16666666665665025,494577.0
139,tent,0.5833333324963352,6542394.0
140,tricolor,0.3333333333055044,172783.0
141,bemused,-0.0636390068418763,186694.0
142,serf,0.4166666665988413,153620.0
143,costless,0.6249999997482276,48431.0
144,apt,-0.42619047744974425,6178351.0
145,transferral,0.12499999987053988,18020.0
146,modest,-0.12555555564266008,5033760.0
147,snippet,0.24999999954972266,1215241.0
148,raised,-0.3563141995706845,24397948.0
149,supplicant,0.031249999969960085,82218.0
150,blend,0.1144162710706358,9680982.0
151,thankfully,0.4999999997258184,1538033.0
152,lineage,0.14997086175996763,2382912.0
153,cringing,-0.021034493780948335,98499.0
154,purge,-0.17772809086385566,1366135.0
155,operator,0.3333333333055044,25471127.0
156,tottering,0.23469387676198147,71281.0
157,original,-0.544219000297229,113453183.0
158,incertitude,0.5999999997542249,14524.0
159,tricycle,0.7499999999319467,400029.0
160,detested,0.2097222218919001,108344.0
161,refund,-0.13888888916533437,13340961.0
162,residency,0.0928571422765429,4000641.0
163,grits,0.26318027182128095,445581.0
164,tube,-0.3663063910221189,17268711.0
165,demise,-0.6078431372574924,1580466.0
166,unresolvable,0.7499999999319465,36666.0
167,subjectivity,0.9999999999267714,487811.0
168,adjudicatory,0.9999999999267714,113223.0
169,voyage,-0.02500000067196595,4119859.0
170,slaughter,-0.24463778485878246,2905481.0
171,wasting,-0.27795547404996473,2791022.0
172,kansa,0.9999999999267714,34485.0
173,aridity,0.7499999999319464,43908.0
174,refuse,-0.5505827069496835,7906739.0
175,smarmy,0.5833333324963341,86228.0
176,foiled,-0.032199450880911744,344142.0
177,roller,-1.6599983424884593e-10,7835563.0
178,pestering,-0.1764669855768764,86596.0
179,sigmoid,0.9999999999267714,148267.0
180,sise,0.6249999997482265,29869.0
181,winch,0.9999999999267714,1016374.0
182,dilatation,0.41666666662901203,293104.0
183,religiosity,0.4999999999491717,171851.0
184,disorganised,0.6666666664807089,61886.0
185,subaqueous,0.3527777772408159,16149.0
186,pickled,0.24999999997633596,537175.0
187,nation,-0.007857142998915712,44429644.0
188,hostile,-0.4142857144653861,3684268.0
189,reconcile,-0.44358288785437905,1256296.0
190,inca,0.9999999999267714,1098645.0
191,strung,-0.09443573670336804,828473.0
192,chubby,0.06249999992554994,6930695.0
193,reactionary,0.4999999997258184,516934.0
194,fragrant,0.3333333333055044,1182515.0
195,diamante,0.5833333332804791,715290.0
196,matt,-0.14583333400682358,23843367.0
197,repressing,-0.26660604183756104,92198.0
198,spiny,0.2812499999321919,366114.0
199,turkey,-0.20833333337970894,28112986.0
200,talented,-0.02777777852209673,6268788.0
201,quirk,0.6249999997482265,444069.0
202,grouping,-0.2500000000114526,2513076.0
203,catholicity,0.49999999996158,67933.0
204,appease,0.16805555527972066,401600.0
205,medlars,0.9999999999267714,32355.0
206,footstool,0.6666666664807082,196787.0
207,frequent,-0.2330357143615534,10400111.0
208,torch,0.3749999999571671,3360286.0
209,patently,0.3333333332944041,410476.0
210,dissociation,0.9999999999267714,777982.0
211,completely,0.5999999997542235,34385075.0
212,doze,0.6666666664807079,166407.0
213,carouse,-0.15628815635401147,16357.0
214,backhander,0.7499999999319465,13446.0
215,exacerbating,0.2203030299098237,144637.0
216,staging,-0.3567676346789782,2385972.0
217,chaos,0.7499999999319465,8690268.0
218,maximization,0.9999999999267714,405472.0
219,downwards,0.6666666664807075,590276.0
220,eviction,0.4999999997258184,903425.0
221,rigor,0.07065476152072334,513599.0
222,breadth,0.166666666532302,2207395.0
223,litchi,0.9999999999267714,32575.0
224,negligence,0.5416666665072865,3350614.0
225,bunch,-0.12583333393885057,10355431.0
226,utmost,0.006613756274222189,1981459.0
227,sanitization,0.7499999999319467,70211.0
228,depict,-0.32598958167872866,1503760.0
229,retardation,-0.24126984192620887,1633781.0
230,jingoistic,0.6666666664807077,45672.0
231,dour,-0.09186091761983345,191669.0
232,dearly,0.7499999999319467,870151.0
233,misdirect,0.18576770082259378,24115.0
234,lucid,-0.04691876779222141,1105349.0
235,flashing,-0.19871933641983539,18595842.0
236,illicitly,0.37499999995716704,46815.0
237,aerial,-0.3190476191097371,6531386.0
238,meld,0.09833393397074326,300270.0
239,eighteen,0.9999999999267714,3094087.0
240,memorial,-0.2955357143920827,20161664.0
241,ripen,-0.7857142857153091,191197.0
242,concentration,-0.12537878806173358,16134918.0
243,impious,0.9999999999267714,114151.0
244,farsightedness,0.24999999998252856,64520.0
245,insidious,-0.11296296303552943,498680.0
246,syrian,0.9999999999267714,3153914.0
247,article,0.33333333331549264,181969355.0
248,corrections,0.026666666383413806,16226542.0
249,brassiere,0.9999999999267714,70860.0
250,horseshoes,0.04166666645546202,244626.0
251,yawning,-0.05208333336003218,300130.0
252,wage,-0.1500000003879418,12243196.0
253,booty,-0.09473684216640876,14218854.0
254,unanswered,0.7499999999319464,1833886.0
255,monster,-0.2746753249088061,17605148.0
256,manakin,0.4999999995726183,47654.0
257,membrane,-0.16666666667999366,9368378.0
258,look,-0.5405496624674921,173043002.0
259,prominently,0.9999999999267714,1052544.0
260,saleswoman,0.7499999999319465,45726.0
261,casting,-0.36984657384324504,8071983.0
262,robot,0.7499999999319464,12656312.0
263,threads,-0.3531578409147953,22123285.0
264,sculpted,0.25939153397857984,733208.0
265,heading,-0.1414379664210174,10604462.0
266,surfboard,0.16666666662786336,552808.0
267,criminalization,0.9999999999267714,114308.0
268,polar,-0.11772486814979957,7715471.0
269,thesis,-0.4000000000064688,10415545.0
270,acclimatization,0.7499999999319464,84418.0
271,landscaped,0.4999999999615801,1036864.0
272,unsealed,0.4999999997258184,229088.0
273,dolmen,0.49999999996158007,133016.0
274,forebear,-0.16666666667792018,20677.0
275,unthinkable,0.33333333330550463,543523.0
276,angelic,0.21984126945355054,877537.0
277,innovative,0.1499999984284403,17689336.0
278,exigent,-0.2562091506284726,145324.0
279,valium,0.9999999999267714,8043979.0
280,paling,0.22863247852310475,76792.0
281,kicking,-0.28859236011038225,3271617.0
282,entailment,0.14999999997369884,120917.0
283,neutralised,0.035717766530546806,41945.0
284,columnist,0.9999999999267714,3297677.0
285,buff,-0.2766955268556634,2254017.0
286,brimful,0.4999999997258184,32754.0
287,trembling,-0.04461451292030405,944767.0
288,cult,0.04583333313343002,6358930.0
289,unsecured,0.36249999913953906,4685442.0
290,spearhead,0.9999999999267714,493900.0
291,inlaid,0.9999999999267714,492826.0
292,pickup,-1.6896040122560407e-11,9354139.0
293,words,-0.3248543929435547,90910143.0
294,covering,-0.46736426367021255,15524533.0
295,laminar,0.9999999999267714,368577.0
296,patronizing,-0.045839752276998796,185959.0
297,philanthropist,0.9999999999267714,286873.0
298,footstep,0.3333333331008739,77903.0
299,skittish,0.10277777723518496,97816.0
300,bleak,-0.4178571436952899,1088632.0
301,somehow,0.7499999999319465,9149642.0
302,semitic,0.9999999999267714,886778.0
303,forerunner,0.23974358971617818,547456.0
304,northerly,0.12499999913962759,479948.0
305,environs,-0.014724950842965974,565770.0
306,cartage,0.19999999997925053,95224.0
307,illuminate,0.2178030283360156,881857.0
308,dazzling,-0.16911255423975904,1497109.0
309,handcart,0.7499999999319464,27208.0
310,silken,-0.09354838720531922,366083.0
311,plastering,0.21685606007356142,387180.0
312,unhallowed,-0.3888888888958269,26693.0
313,physics,0.5416666663957947,29724803.0
314,antipsychotic,0.9999999999267714,339203.0
315,distortion,-0.37863247875504363,4818028.0
316,feathery,0.1333333332590562,131301.0
317,moulting,0.18055555533333215,44463.0
318,awfulness,0.6666666664807087,45724.0
319,arson,0.4999999997258184,989351.0
320,hives,0.29166666656557205,922837.0
321,neologism,0.44999999918019357,63860.0
322,aid,-0.6590909090928807,50022454.0
323,glaring,-0.33520408185439976,641607.0
324,haywire,0.317534443907092,131913.0
325,snorkeling,0.4999999997258184,1641053.0
326,ceramics,0.9999999999267714,4181926.0
327,southernmost,0.9999999999267714,296737.0
328,regime,-0.35714285715400584,10234937.0
329,groggy,0.6249999997482281,141431.0
330,uppercase,0.21944444406922176,755750.0
331,defection,-0.14583333369943127,224664.0
332,offish,0.9999999999267714,18411.0
333,fictitious,-0.3228765492334632,940552.0
334,latticework,0.7499999999319465,24049.0
335,lock,-0.5685799048884872,22253866.0
336,uneven,-0.5075757575823132,1399055.0
337,marketable,0.7499999999319464,916698.0
338,stuffy,0.43333333198313706,358727.0
339,caldron,0.9999999999267714,33278.0
340,lounge,0.15411467528941744,16473584.0
341,oblivious,0.16666666665665042,662553.0
342,ooze,-0.0018939398166403013,651716.0
343,blazing,-0.1900510207281603,1418665.0
344,drachm,0.7499999999319465,52760.0
345,gimmick,0.0981424310138784,437392.0
346,dissonant,-0.022222222247124723,124989.0
347,gunplay,0.7499999999319465,37952.0
348,adept,-0.02344400493949439,1595303.0
349,adrenaline,0.7499999999319464,1708838.0
350,resurgent,0.9999999999267714,155586.0
351,meanness,0.2958333325487512,100327.0
352,sneaker,0.18959435558124474,815930.0
353,purulent,0.1249999999881556,70463.0
354,inhabitation,0.19999999997925053,16881.0
355,levy,-0.3154761904926985,5663032.0
356,macao,0.9999999999267714,1512986.0
357,mawkish,0.5115717613855469,29748.0
358,ungodly,-0.35294117651905,304649.0
359,pavane,0.9999999999267714,59185.0
360,wedge,-0.20434657942403067,3162851.0
361,joggle,0.1249999999250797,18830.0
362,vandalize,0.9999999999267714,47153.0
363,educational,0.4999999997258184,56282937.0
364,hungrily,0.9999999999267714,170213.0
365,vaporization,0.4851190471701427,135548.0
366,footrest,0.6666666664807096,169322.0
367,malicious,-0.4166666666735184,3077492.0
368,israel,0.6666666664807099,39512059.0
369,sheepskin,0.12499999995791802,768103.0
370,career,-0.5525885719175023,71248807.0
371,siren,0.5833333332653939,1354779.0
372,jejune,-0.050000000291938,13877.0
373,speedy,-0.040476190635274925,2661996.0
374,successful,-0.6000000000038339,43041696.0
375,trill,0.37499999814243545,172713.0
376,inactive,-0.3088286713711631,4677994.0
377,beaten,-0.35055284489884614,4346610.0
378,chapel,0.9999999999267714,9025153.0
379,muck,0.08838383773603524,1305552.0
380,misappropriation,0.6249999997482277,225779.0
381,tangible,0.1749999992038454,3117941.0
382,khat,0.9999999999267714,75844.0
383,network,0.33333333282912725,225218991.0
384,worth,-0.3000000001293467,48075237.0
385,tranquilizing,0.08409576493785458,44307.0
386,bony,0.008248881002130405,487592.0
387,mechanize,0.5833333332936922,81163.0
388,defrost,0.9999999999267714,415601.0
389,nicest,0.04999999997623239,766525.0
390,chlorpromazine,0.9999999999267714,163999.0
391,quandary,-0.0666666667797906,257475.0
392,ploughed,-0.051587301809509024,170814.0
393,conjuration,-0.1509259262638501,76495.0
394,heighten,-0.36991758246784234,372857.0
395,oversize,0.6666666664807085,1113072.0
396,ultrasonography,0.6666666664807097,566162.0
397,drollery,0.3708333328157671,18018.0
398,fierceness,0.016666666405472652,65370.0
399,flowery,0.9999999999267714,474297.0
400,tricky,0.016666666654518252,2350431.0
401,crown,-0.32856105406705494,16651038.0
402,romanic,0.2499999999887215,49038.0
403,judgement,-0.3144781146314516,3736635.0
404,pasted,0.26666666663123006,804813.0
405,caressing,0.20401126614160248,278627.0
406,bedbug,0.9999999999267714,32693.0
407,abstraction,0.04166666659476642,2366467.0
408,match,-0.35962696704498615,53532481.0
409,peaceful,-0.25000000058958594,6318477.0
410,hearth,0.2499999999663972,1549883.0
411,constant,-0.28678048838935843,22910883.0
412,dishonesty,0.49999999996158,776567.0
413,execrable,-0.13619047648241822,53593.0
414,queer,-0.4995036780862281,2717979.0
415,hypothesize,0.5624999999284341,223514.0
416,edwards,0.9999999999267714,10761573.0
417,teaser,-0.01666666740840413,1258793.0
418,thermometer,0.062499999989065184,2161420.0
419,loom,-0.40539321796377176,1337864.0
420,elucidate,-0.7350478473222083,428002.0
421,duality,0.9999999999267714,1202153.0
422,sheldrake,0.9999999999267714,97981.0
423,suffocating,0.07062839399980282,191135.0
424,juxtaposition,0.7499999999319465,328247.0
425,precedence,0.48749999849867487,2577705.0
426,composure,0.3916666663791034,378770.0
427,oversee,0.4499999999002359,1925750.0
428,loan,-0.05000000002720273,87785549.0
429,hotter,0.0624999999890653,1181980.0
430,paying,-0.3569114551202164,19621495.0
431,undecipherable,0.6666666664807085,19742.0
432,inexperience,0.24999999998872116,218319.0
433,slanted,-0.24826925175765258,421739.0
434,occupied,-0.4367568201283926,9165435.0
435,woolen,0.49999999994917177,330586.0
436,overstated,0.28412698376389967,392308.0
437,posit,-0.2977272733218135,292597.0
438,schema,-0.09615384656147552,6584321.0
439,familiarised,0.08571428550549036,19829.0
440,veneration,-0.27476851888173254,181463.0
441,bout,-0.5833333333502384,3355216.0
442,pyramiding,0.9999999999267714,17218.0
443,disconnected,-0.2565096065018023,1765840.0
444,penetration,-0.33928571435219657,5821758.0
445,stain,-0.46650755561101903,3512824.0
446,weathered,-0.07070707079623087,744944.0
447,leftover,-0.2091374272802246,847319.0
448,gastric,0.9999999999267714,2095401.0
449,recruit,-0.13333333358981198,4397367.0
450,shepherdess,0.4999999997258184,48911.0
451,utilize,0.2708333331361358,6030953.0
452,summarization,0.9999999999267714,244988.0
453,doctrinaire,0.9999999999267714,50944.0
454,virtuous,-0.49237366582739234,718510.0
455,dunce,0.5454545453802171,112570.0
456,novelette,0.9999999999267714,57127.0
457,ensuing,0.16964285700575402,1061138.0
458,tums,0.23703703695928544,113696.0
459,truncation,0.19999999997925053,523702.0
460,inverted,0.15972222213713325,1742040.0
461,mintage,0.341666666126359,67105.0
462,amount,-0.22555555564026175,92039679.0
463,key,-0.46953781520386945,136862835.0
464,down,-0.45654566726101026,224915894.0
465,presidium,0.9999999999267714,118813.0
466,crotchet,0.13333333311094442,180815.0
467,subroutine,0.6249999997482292,1754112.0
468,extenuation,0.7499999999319467,17003.0
469,cheat,-0.3929594115996346,9903572.0
470,omission,-0.354166666685522,1944930.0
471,shard,0.49999999994917166,287428.0
472,unworthy,0.13214285710701162,512430.0
473,bandanna,0.9999999999267714,147375.0
474,drought,0.9999999999267714,3786273.0
475,imposed,-0.08663059184964735,9098534.0
476,greased,-0.3750000000074956,455655.0
477,first,-0.34049745808191606,578161543.0
478,vernal,-0.04761904767633896,504458.0
479,crusty,-0.025000000084124868,459667.0
480,decreed,-0.34861111122377486,470087.0
481,victual,-0.056250000052555205,15321.0
482,unfurl,0.4999999999615801,52511.0
483,warmness,0.31190476158637626,13875.0
484,buttocks,0.23856682754304132,671441.0
485,extensive,-0.30933333357455395,21654082.0
486,grime,0.08333333310991137,514156.0
487,vapor,-0.19722222226645636,3744912.0
488,steersman,-0.5757575757611695,17488.0
489,sept,0.0416666650303692,9540361.0
490,groom,-0.17619047623251433,2637912.0
491,colloquial,0.09999999997575862,293440.0
492,wilted,-0.07916666668760615,153782.0
493,innate,-0.5462643678765542,1052902.0
494,condescension,-0.02500000008103792,132722.0
495,heaviness,-0.16666666668703106,197240.0
496,appellation,0.39999999993935204,303917.0
497,neanderthal,0.6249999997482277,205354.0
498,romantic,-0.3396381579124266,13055842.0
499,responsibility,-0.08333333337087523,55448425.0
500,role,-0.2644257704498216,73689002.0
501,metastasize,0.9999999999267714,41241.0
502,circumstance,-0.5242799235986284,2235074.0
503,thermodynamic,0.9999999999267714,744363.0
504,mapping,-0.3870967742025735,19709941.0
505,ugliness,0.45833333314861385,249418.0
506,unmatched,0.08999999956416271,1403008.0
507,porous,0.9999999999267714,1353861.0
508,plunger,0.24999999997633596,487501.0
509,lech,0.6666666664807093,321052.0
510,rumour,0.4999999997356749,940471.0
511,tiled,0.4999999999615801,861822.0
512,balancing,-0.130050505170627,4984107.0
513,feudal,0.9999999999267714,661772.0
514,hardy,-0.2501948055766702,4748572.0
515,reticent,-0.3240740742365406,142247.0
516,ground,-0.5068297714395357,60679179.0
517,young,-0.35621933639995956,136341684.0
518,premarital,0.9999999999267714,235582.0
519,straggly,0.09623015841700222,16474.0
520,clarinetist,0.9999999999267714,73131.0
521,clouded,-0.2203039408769427,437827.0
522,flock,-0.30636787975457597,2585098.0
523,spartan,-0.4484848485075537,1319649.0
524,striping,-0.18992906149301877,647561.0
525,airscrew,0.2499999998260083,21831.0
526,westerner,0.3749999998911127,156228.0
527,reverential,0.08333333329885384,55611.0
528,vineyard,0.9999999999267714,3549097.0
529,educated,-0.20488381758181767,5649174.0
530,leap,-0.06479070527189332,4767538.0
531,belated,0.4499999999404877,629847.0
532,adaptive,0.9999999999267714,5711114.0
533,interpolation,0.41666666568191857,1365967.0
534,water,-0.09675480815294504,215178488.0
535,alteration,-0.29166666680180037,2846655.0
536,winter,0.49999999984369925,51483174.0
537,crested,-0.43154761905390043,1357509.0
538,descending,-0.2563102052993748,5372249.0
539,memorize,0.6249999993755968,659359.0
540,especial,0.08080808029747155,557190.0
541,cattle,0.583333333165094,8542988.0
542,coping,-0.4739226137127122,3091883.0
543,belch,0.09459706924438956,115135.0
544,roast,-0.17003968297118394,3205415.0
545,nigger,0.6249999997482272,699491.0
546,spud,-0.023333333751796293,416363.0
547,slighter,-0.1331521739236049,26393.0
548,combinatory,0.249999999969196,43825.0
549,lout,0.39087301467002106,133685.0
550,underbelly,0.9999999999267714,201451.0
551,stiffen,0.052083333288704965,150096.0
552,preparatory,0.7499999999319467,1927941.0
553,believe,-0.25703828896964187,75918053.0
554,expressionless,0.5416666665072865,55876.0
555,conjunctive,-0.04761904787403527,169926.0
556,grunt,-0.16666666667792018,616546.0
557,worldly,-0.6250000000033307,1108744.0
558,elusive,-0.15811749740597986,1584397.0
559,dialogue,-0.04791666771682931,11720390.0
560,economy,0.19999999999175544,46236766.0
561,coinage,0.09999999957097017,352863.0
562,constancy,0.4999999999615801,299057.0
563,aqua,0.7499999999319465,6650975.0
564,yachtsman,0.9999999999267714,84823.0
565,rejected,-0.2339284578855993,9035260.0
566,calorie,0.9999999999267714,2667892.0
567,veil,-0.2500000000429906,1962101.0
568,ponder,0.2554208883245061,1290410.0
569,fireplace,0.24999999997633596,5345450.0
570,clout,-0.12355058753110393,639706.0
571,regnant,0.15521978012351145,17085.0
572,melodramatic,0.33333333331549264,218390.0
573,fortunately,0.7499999999319464,3996097.0
574,prodding,-0.25671592799065984,171593.0
575,feeble,0.1027922069938468,741884.0
576,hail,-0.3621794876542387,2794165.0
577,chop,-0.5713383838880515,2315541.0
578,cornstarch,0.9999999999267714,338343.0
579,destroy,-0.4169756245543662,9811516.0
580,roundworm,0.4166666666139268,44173.0
581,splendour,0.12499999977293902,534238.0
582,catchword,0.5833333328811114,45827.0
583,indefatigably,0.7499999999319465,14620.0
584,intact,-0.4642295597992403,3928069.0
585,complicate,-0.3787456447732215,627501.0
586,unionized,0.15863095217590456,267794.0
587,choleric,0.24999999929253316,20190.0
588,miscarriage,0.4999999997258184,875107.0
589,plucky,0.1666666666268678,150671.0
590,sword,-0.02820512828209812,8835685.0
591,verify,0.11771455356959412,14563766.0
592,override,-0.2797946713372587,3017162.0
593,bloodbath,0.6666666664807078,195189.0
594,clearness,0.6666666664807087,135417.0
595,reverberating,-0.24300504761486932,65041.0
596,caustically,0.9999999999267714,12754.0
597,terms,-0.5674603175162984,277705910.0
598,links,-0.22468646657238317,339926541.0
599,thoughtful,-0.31788119296324907,2762623.0
600,antimicrobial,0.49999999995476974,1092345.0
601,ordinary,-0.3916666667937254,14494084.0
602,supplement,-0.1361111112554127,12988231.0
603,browning,-0.3333333335470343,2282546.0
604,bullying,-0.16666666686232118,1948806.0
605,gracefully,0.9999999999267714,925986.0
606,cinque,0.5624999999284339,342212.0
607,diminish,-0.37672305780881327,1415066.0
608,urging,-0.31790691792128656,1900469.0
609,affability,0.666666666480708,25598.0
610,declarer,0.4166666666290115,155876.0
611,fixer,0.4166666666139268,554896.0
612,magnified,0.21643518454637625,544491.0
613,holy,-0.41954465526487283,23688276.0
614,suckling,-0.020663265483005375,241780.0
615,thiopental,0.9999999999267714,43730.0
616,outraged,-0.2500556091869287,908238.0
617,immune,-0.4727272727536609,8368663.0
618,evaluator,0.04166666591294277,965224.0
619,decision,-0.45641025668234536,71006471.0
620,judas,0.38888888883772516,1224674.0
621,weight,-0.12035256468889888,90506560.0
622,emergence,-0.24646739143250634,3521074.0
623,devising,-0.2112918540689003,481378.0
624,respective,-0.14087301635703328,46528775.0
625,observance,-0.33414502181476957,1070245.0
626,apatosaurus,0.9999999999267714,25454.0
627,circumnavigate,-0.4729729729738033,40910.0
628,basic,-0.4111111111825414,84840226.0
629,society,-0.1765441779370814,111199035.0
630,refocusing,0.9999999999267714,127064.0
631,aggregative,-0.2583333333944662,16414.0
632,save,-0.4561020789025215,186091095.0
633,apse,0.9999999999267714,126845.0
634,dispirited,-0.25494789451251315,51085.0
635,calamity,0.3035714283053599,643887.0
636,mess,0.03876139168263496,7008727.0
637,perseverance,0.34424603141797744,826234.0
638,stellar,0.19999999999175533,3062189.0
639,copious,-0.15277777821120028,456992.0
640,frequency,0.9999999999267714,29808486.0
641,certificate,0.16666666658230772,43972925.0
642,numbers,-0.36846378292394477,65077140.0
643,contraband,0.4166666656819185,455603.0
644,bushed,-0.5238095238143972,35470.0
645,gaelic,0.4999999997258184,1613146.0
646,cesspit,0.21666666643165505,22488.0
647,rivet,0.21397243089607496,616847.0
648,categorised,0.5416666665072865,1180778.0
649,bench,-0.19444444445277154,8992211.0
650,exegetical,0.9999999999267714,111771.0
651,baas,0.7499999999319467,182208.0
652,impotent,-0.4200000001819437,321310.0
653,crimson,-0.12555297617302372,3518175.0
654,acuteness,0.4999999999587033,37075.0
655,entropy,-0.3571428571510273,2006551.0
656,gilding,0.027777777754290026,148460.0
657,steamroller,0.4999999999615801,230844.0
658,contention,0.07353988552828851,2101748.0
659,slut,0.18968253964486062,9456308.0
660,metallurgical,0.9999999999267714,584166.0
661,fading,-0.39662943153570124,1936749.0
662,tart,-0.13020833349042604,1362374.0
663,heath,0.4999999997258184,6139151.0
664,generation,-0.20833333336334067,39912229.0
665,propeller,0.4999999999615801,1075824.0
666,declivity,0.22142856976061814,20743.0
